email,status,confidence,catch_all,role_based,methods,detail,provider,agency,website,first_name,ref_url
contact@sixtygram.com,unknown,42,no,yes,,ports_blocked,Custom / Other,Sixtygram,https://sixtygram.com,Sixtygram,https://scribtly.com/ref/53fd88f9dd9f8b349f593abf72ff6eda
contato@programatorio.com,valid,50,no,no,,ports_blocked,Google Workspace,Programatorio,https://programatorio.com,Programatorio,https://scribtly.com/ref/af846697ad34f6630337ab7ace5bc48c
info@vdsshine.com,unknown,42,no,yes,,ports_blocked,Custom / Other,VDS Shine,https://vdsshine.com,VDS,https://scribtly.com/ref/3f1da61c5215275fabcf5eda0421bcbf
info@swellmktg.com,unknown,42,no,yes,,ports_blocked,Google Workspace,SWELL MKTG,https://swellmktg.com,SWELL,https://scribtly.com/ref/ec4c5f230ed72840a6e06d5111aba51c
contact@pencilmp.com,unknown,34,no,yes,,ports_blocked,Google Workspace,Pencil Media Production,https://pencilmp.com,Pencil,https://scribtly.com/ref/0ad2ff5b3ea8f9d4d357fcf2fd63e018
contact@construction.marketing,unknown,42,no,yes,,ports_blocked,Google Workspace,Construction Marketing,https://construction.marketing,Construction,https://scribtly.com/ref/d1b3e980e79a965d34e3365d5b561385
contact@sparkdigitalgroup.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Spark Digital Group,https://sparkdigitalgroup.com,Spark,https://scribtly.com/ref/10e689bd963059e508a805f81f6e3134
info@odesseo.com.ua,unknown,42,no,yes,,ports_blocked,Custom / Other,OdesSeo,https://odesseo.com.ua,OdesSeo,https://scribtly.com/ref/085a4de2cdf56463aa9e65caac937bbe
contact@ethiko.org,unknown,42,no,yes,,ports_blocked,Custom / Other,Ethiko,https://ethiko.org,Ethiko,https://scribtly.com/ref/19d051e0dc77741940d96963471cabfe
info@tandemmedia.tv,unknown,34,no,yes,,ports_blocked,Google Workspace,Tandem Media,https://tandemmedia.tv,Tandem,https://scribtly.com/ref/140ee2467a3a072f2a892e764168afcc
info@cservetech.com,invalid,0,no,yes,,port587 550 SMTP AUTH is required for message submission on port 587,Custom / Other,Cserve Technologies,https://cservetech.com,Cserve,https://scribtly.com/ref/98c282eb03d7498405fedb993b6613b8
info@shanahanstrategy.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Shanahan Strategy Inc.,https://shanahanstrategy.com,Shanahan,https://scribtly.com/ref/7e5d9a13619095f3007607434f8ae0be
info@networkog.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Network OG,https://networkog.com,Network,https://scribtly.com/ref/df661852cc7e9d29a99acf51b37f8346
info@mediatwo.net,unknown,42,no,yes,,ports_blocked,Google Workspace,Media Two Interactive,https://mediatwo.net,Media,https://scribtly.com/ref/8fc46cbaf2b7b3483147cdb7e34b2c84
info@elmntl.co,unknown,42,no,yes,,ports_blocked,Google Workspace,ELMNTL,https://elmntl.co,ELMNTL,https://scribtly.com/ref/5b44df5c3a54f5cd7c6226456ca4f572
hello@keystone.company,unknown,34,no,yes,,ports_blocked,Custom / Other,Keystone Seo Solution,https://keystone.company,Keystone,https://scribtly.com/ref/aeb9f02f98810e7fb32691c43db24fa3
info@lazerbladesgo.com,unknown,42,no,yes,,ports_blocked,Google Workspace,"LazerBlades, GO!",https://lazerbladesgo.com,"LazerBlades,",https://scribtly.com/ref/99f38c20d60be861e40918672728a0b8
info@piyawasa.com,valid,78,no,yes,microsoft_api,ports_blocked,Microsoft 365,Piyawasa,https://piyawasa.com,Piyawasa,https://scribtly.com/ref/43d32783cd44bae81f9659a5209b687d
info@thepercentage.asia,unknown,34,no,yes,,ports_blocked,Google Workspace,The Percentage Company,https://thepercentage.asia,The,https://scribtly.com/ref/778ae29a09ff0cdfef71f94de901711b
contact@boldcreators.club,unknown,25,no,yes,,ports_blocked,Google Workspace,Bold Creators Club,https://boldcreators.club,Bold,https://scribtly.com/ref/bf33a60a26301bf74a326462bc90c2ea
hello@techavidus.com,valid,78,no,yes,microsoft_api,ports_blocked,Microsoft 365,TechAvidus,https://techavidus.com,TechAvidus,https://scribtly.com/ref/5e1f69b5fde41395f9517fcf24855ab5
contact@amplifymm.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Amplify media + marketing,https://amplifymm.com,Amplify,https://scribtly.com/ref/40fa6928fb38b69b83cdf695802d980e
hello@jackturits.com,unknown,25,no,yes,,ports_blocked,Google Workspace,Jack Turits,https://jackturits.com,Jack,https://scribtly.com/ref/a13d0c744286e09a40d76afef14a3687
lisa@bluedogsmedia.com,valid,58,no,no,gravatar,ports_blocked,Google Workspace,Blue Dogs Media,https://bluedogsmedia.com,Blue,https://scribtly.com/ref/ed9bc20c360ec3d40525d1875cc783e3
contact@jackandbean.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Jack & Bean,https://jackandbean.com,Jack,https://scribtly.com/ref/548f570f1f9e4610a533816d4c2a1b19
info@aspektagency.com,unknown,42,no,yes,,ports_blocked,Google Workspace,ASPEKT,https://aspektagency.com,ASPEKT,https://scribtly.com/ref/42bbee32afe2f276932d044dda2fa6f7
hello@crcmedia.com,unknown,25,no,yes,,ports_blocked,Google Workspace,CRC Media,https://crcmedia.com,CRC,https://scribtly.com/ref/e31a052f3e201d8de88955f109fd6928
contact@pacific54.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Pacific54,https://pacific54.com,Pacific54,https://scribtly.com/ref/2c8929f67210fb268b0107f4f1a27713
info@aqaba.digital,unknown,42,no,yes,,ports_blocked,Google Workspace,Aqaba Digital,https://aqaba.digital,Aqaba,https://scribtly.com/ref/2c8905c901d5d9ce843c7a4f185840e4
info@thewardgroup.media,unknown,42,no,yes,,ports_blocked,Custom / Other,The Ward Group,https://thewardgroup.media,The,https://scribtly.com/ref/3116ff663f9aa21b26417725643ff527
info@bdiadv.com,unknown,42,no,yes,,ports_blocked,Custom / Other,BDi,https://bdiadv.com,BDi,https://scribtly.com/ref/a91baad1dfbd971cb9b2797a2b5754ef
info@visigility.com,unknown,42,no,yes,,ports_blocked,Custom / Other,Visigility,https://visigility.com,Visigility,https://scribtly.com/ref/f3bb52b06d6f93aa1f2c550bde496144
info@discovermybusiness.co,unknown,42,no,yes,,ports_blocked,Google Workspace,DiscoverMyBusiness,https://discovermybusiness.co,DiscoverMyBusiness,https://scribtly.com/ref/a7d7e288b1b9dc4964be18d14398f960
james@crash-sues.com,valid,50,no,no,,ports_blocked,Google Workspace,CRASH+SUES,https://crash-sues.com,CRASH+SUES,https://scribtly.com/ref/734078423214357bb11df86691e429cd
contact@growthsaloon.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Growth Saloon,https://growthsaloon.com,Growth,https://scribtly.com/ref/3cd926426e537ee512736dc0dd09f456
info@morethanwordsuk.co.uk,unknown,42,no,yes,,ports_blocked,Google Workspace,More Than Words,https://morethanwordsuk.co.uk,More,https://scribtly.com/ref/cbb0bd08a7666c1443a4e649661fe850
info@webnflix.com,unknown,34,no,yes,,ports_blocked,Custom / Other,Webnflix,https://webnflix.com,Webnflix,https://scribtly.com/ref/e9151ac894b5aa0a0194768aa9b364b6
hello@sellvisoryhomeservicesmarketing.com,unknown,34,no,yes,,ports_blocked,Custom / Other,Sellvisory,https://sellvisoryhomeservicesmarketing.com,Sellvisory,https://scribtly.com/ref/9842454c33758027e81b670787d8941e
sales@envisionecommerce.com,valid,78,no,yes,microsoft_api,ports_blocked,Microsoft 365,Envision Ecommerce,https://envisionecommerce.com,Envision,https://scribtly.com/ref/a5b6693303f02272549510bd04f56b6f
nam@namdubai.com,invalid,0,no,no,,microsoft_api_rejected,Microsoft 365,Nam Marketing,https://namdubai.com,Nam,https://scribtly.com/ref/463813e369b670edee6d0a3d8802004c
contato@agenciadio.com.br,valid,50,no,no,,ports_blocked,Custom / Other,DIO,https://agenciadio.com.br,DIO,https://scribtly.com/ref/218d1093bb3185567649c0f66fc4fb99
info@dotdotdot.london,unknown,42,no,yes,,ports_blocked,Google Workspace,Dot Dot Dot,https://dotdotdot.london,Dot,https://scribtly.com/ref/b3647244f0fb585c924c0ddd72c4d4de
info@divinitytechconsults.com,invalid,0,no,yes,,port587 550 SMTP AUTH is required for message submission on port 587,Custom / Other,Divinity Tech Consults,https://divinitytechconsults.com,Divinity,https://scribtly.com/ref/bf115390f2f392742d6784735aa75f84
info@viserx.com,invalid,0,no,yes,,port587 550 SMTP AUTH is required for message submission on port 587,Custom / Other,VISER X,https://viserx.com,VISER,https://scribtly.com/ref/f09b5f71d3c96cdc58fd9bfe9ef08f87
info@elitexmedia.com,invalid,0,no,yes,,port587 550 SMTP AUTH is required for message submission on port 587,Custom / Other,Elite X Media,https://elitexmedia.com,Elite,https://scribtly.com/ref/edca2f071282430aeefbb8bea22aa62f
info@watsonmedia.net,unknown,42,no,yes,,ports_blocked,Custom / Other,Watson Media,https://watsonmedia.net,Watson,https://scribtly.com/ref/acf16910036840141d4fb722354f2c89
contact@eboostconsulting.com,unknown,34,no,yes,,ports_blocked,Google Workspace,eBoost Consulting,https://eboostconsulting.com,eBoost,https://scribtly.com/ref/52e269a298ffc8885899623f93fe6bd4
info@inkmedia.eu,unknown,25,no,yes,,ports_blocked,Google Workspace,INK Media,https://inkmedia.eu,INK,https://scribtly.com/ref/307bbc977bca8b77bb6ca8c1bbf91cd8
info@ignitedigital.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Ignite Digital,https://ignitedigital.com,Ignite,https://scribtly.com/ref/4c4da077fc67732ec76a7247ab6bf0ec
info@brisbanedigital.rs,unknown,34,no,yes,,ports_blocked,Google Workspace,Brisbane Digital doo,https://brisbanedigital.rs,Brisbane,https://scribtly.com/ref/313ff6aa61675ae486e91c3132f2ad50
uros@levupdigital.com,unknown,40,no,no,,ports_blocked,Google Workspace,LevUp Digital,https://levupdigital.com,LevUp,https://scribtly.com/ref/20851eed786372c4966c5c10b6a438d6
contact@nexiworks.com,unknown,34,no,yes,,ports_blocked,Google Workspace,nexiWorks,https://nexiworks.com,nexiWorks,https://scribtly.com/ref/013589e3b488d50a9e8a2c63e17048e2
contact@futurocomunicacion.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Futuro Comunicación,https://futurocomunicacion.com,Futuro,https://scribtly.com/ref/d000342a7aa51718d737fe6ebee58a48
info@cruxcreative.com,unknown,42,no,yes,,ports_blocked,Custom / Other,Crux Creative,https://cruxcreative.com,Crux,https://scribtly.com/ref/36c4e50c6051c8832f8ceba491c7a0f6
info@meshagency.com,unknown,42,no,yes,,ports_blocked,Google Workspace,MESH Interactive,https://meshagency.com,MESH,https://scribtly.com/ref/21b7cbe90e8e3d9c9be2f3ee67aa1d1b
hello@louisbhose.com,unknown,25,no,yes,,ports_blocked,Zoho Mail,Louis Bhose,https://louisbhose.com,Louis,https://scribtly.com/ref/4467ed77a0772aa9d88b83c89afc7965
hello@servicehawk.io,unknown,42,no,yes,,ports_blocked,Google Workspace,ServiceHawk Digital Marketing,https://servicehawk.io,ServiceHawk,https://scribtly.com/ref/2af6af71a707289681a3744b91abb7fb
ds@digital-systems.ca,invalid,0,no,no,,port587 550 SMTP AUTH is required for message submission on port 587,Custom / Other,Digital Systems,https://digital-systems.ca,Digital,https://scribtly.com/ref/a86033f810cfa5b762e5d2dc95daf7fb
info@websouthsolutions.com,unknown,49,no,yes,gravatar,ports_blocked,Custom / Other,Web South Solutions,https://websouthsolutions.com,Web,https://scribtly.com/ref/bf5d966380979a142ae56034cbb1adeb
info@builditdigitalmarketing.com,unknown,42,no,yes,,ports_blocked,Custom / Other,Buildit Digital Marketing,https://builditdigitalmarketing.com,Buildit,https://scribtly.com/ref/60e982cd10f7aa4f3dfcad6bccb6b0fd
hello@rmgmedia.com,valid,78,no,yes,microsoft_api,ports_blocked,Microsoft 365,RMG,https://rmgmedia.com,RMG,https://scribtly.com/ref/c7c9d7775179d9ec6a4183057541df95
info@dmtheno.com,unknown,49,no,yes,gravatar,ports_blocked,Custom / Other,DM the NO,https://dmtheno.com,DM,https://scribtly.com/ref/ab9053d327b5fc7aaa6316f6d334ca6c
info@orange-circle.com,unknown,42,no,yes,,ports_blocked,Custom / Other,ORANGE-CIRCLE,https://orange-circle.com,ORANGE-CIRCLE,https://scribtly.com/ref/10f0492be9faab22713690b35ecf3711
contact@561media.com,unknown,42,no,yes,,ports_blocked,Google Workspace,561 Media,https://561media.com,561,https://scribtly.com/ref/5a3df9a372791264f3aef717cec4f43c
info@visionweb.ro,invalid,0,no,yes,,port587 550 SMTP AUTH is required for message submission on port 587,Custom / Other,Vision Web,https://visionweb.ro,Vision,https://scribtly.com/ref/5b45bf6aea2c4f60da79e60db00d1952
contact@vimar.ie,unknown,42,no,yes,,ports_blocked,Google Workspace,VIMAR,https://vimar.ie,VIMAR,https://scribtly.com/ref/a7b9ac3987613ea9e233abc8da964f3d
info@netpeak.us,unknown,42,no,yes,,ports_blocked,Google Workspace,Netpeak USA,https://netpeak.us,Netpeak,https://scribtly.com/ref/13ff66ce46ad9b507e9eea538f74f9fb
info@seizemarketingagency.com,unknown,34,no,yes,,ports_blocked,Custom / Other,Seize Marketing Agency,https://seizemarketingagency.com,Seize,https://scribtly.com/ref/a9bd893d9d5161f5df7e1efbf1b08e2f
thomas@cervenca.com,unknown,40,no,no,,ports_blocked,Custom / Other,Thomas Cervenca,https://cervenca.com,Thomas,https://scribtly.com/ref/7a56571044ec6459a23524cc32169e98
hej@raqs.nu,valid,50,no,no,,ports_blocked,Google Workspace,Raqs,https://raqs.nu,Raqs,https://scribtly.com/ref/ca74568f46b4317a7ae27edf0ff17dff
x@outboundsystem.com,valid,50,no,no,,ports_blocked,Google Workspace,Outbound System,https://outboundsystem.com,Outbound,https://scribtly.com/ref/87dc4aa83bba0faa350334cf48b6116e
info@friendsconsulting.gr,unknown,42,no,yes,,ports_blocked,Custom / Other,Friends Consulting,https://friendsconsulting.gr,Friends,https://scribtly.com/ref/61bf01b94f7dca7f41b7fe6f113726f0
info@eleonoralaas-studio.com,unknown,34,no,yes,,ports_blocked,Custom / Other,Eleonora Laas design studio,https://eleonoralaas-studio.com,Eleonora,https://scribtly.com/ref/d6a2c409838c98f2280d95f44a9dff33
projects@e2developers.com,valid,50,no,no,,ports_blocked,Custom / Other,E2developers,https://e2developers.com,E2developers,https://scribtly.com/ref/85e08b82900d78e623bd4f620c9bf2ac
contact@g7marketing.com,unknown,42,no,yes,,ports_blocked,Google Workspace,G7 Entertainment Marketing,https://g7marketing.com,G7,https://scribtly.com/ref/890154ed0015c5429e09b533ec911256
info@chadterpstra.com,unknown,34,no,yes,,ports_blocked,Custom / Other,Chad Terpstra,https://chadterpstra.com,Chad,https://scribtly.com/ref/6601b084473acb958cf6c38fb776d483
info@innovativeigloo.com,unknown,34,no,yes,,ports_blocked,Google Workspace,Innovative Igloo Ltd,https://innovativeigloo.com,Innovative,https://scribtly.com/ref/49e88e684c8d905e48174f096b8d4610
info@seoaustralia.net,unknown,34,no,yes,,ports_blocked,Google Workspace,SEO Australia,https://seoaustralia.net,SEO,https://scribtly.com/ref/fae41626531f19e6b1e0a963f912e6b9
contact@pulleymedia.com,unknown,34,no,yes,,ports_blocked,Google Workspace,Pulley Media,https://pulleymedia.com,Pulley,https://scribtly.com/ref/9fa35b3a083df076f45a7c9d88f99872
info@gizoom.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Gizoom,https://gizoom.com,Gizoom,https://scribtly.com/ref/5555c4207b71fa05eceaae70ff0a4fc0
info@onlinemarketinghelp.co.uk,unknown,42,no,yes,,ports_blocked,Google Workspace,Online Marketing Help,https://onlinemarketinghelp.co.uk,Online,https://scribtly.com/ref/eb76b9cd7337e504a3dffbe4029b7dce
hello@smallprojectsbureau.com,unknown,42,no,yes,,ports_blocked,Google Workspace,The Bureau Of Small Projects,https://smallprojectsbureau.com,The,https://scribtly.com/ref/ba05fb2ca698d58af6b4db07f5281e4a
info@katevillevoye.com,unknown,25,no,yes,,ports_blocked,Custom / Other,Kate Villevoye,https://katevillevoye.com,Kate,https://scribtly.com/ref/9e7210b7d17878366c453a6821f50028
contact@tamseelproduction.com,unknown,42,no,yes,,ports_blocked,Custom / Other,Tamseel Production,https://tamseelproduction.com,Tamseel,https://scribtly.com/ref/4a1c355f7201af1de2b30993e46c0ee9
contact@buzzlead.io,unknown,42,no,yes,,ports_blocked,Google Workspace,Buzzlead,https://buzzlead.io,Buzzlead,https://scribtly.com/ref/38d799c24e556bb11ab67e0a2f195a21
contact@theportlandcompany.com,unknown,42,no,yes,,ports_blocked,Google Workspace,The Portland Company,https://theportlandcompany.com,The,https://scribtly.com/ref/dc48c120a4c704b4599d395f51776441
hello@eaglespiritllc.com,invalid,0,no,yes,,port587 550 SMTP AUTH is required for message submission on port 587,Custom / Other,Eagle Spirit,https://eaglespiritllc.com,Eagle,https://scribtly.com/ref/0783d809a25ce3d37b4a58a279c94fb0
hello@thecoolsocial.com,unknown,34,no,yes,,ports_blocked,Custom / Other,The Cool Social,https://thecoolsocial.com,The,https://scribtly.com/ref/a9e2ebb07eecb26e31fe6da740f36529
info@micromedia.ba,invalid,0,no,yes,,port587 503 sender not yet given,Custom / Other,MicroMedia,https://micromedia.ba,MicroMedia,https://scribtly.com/ref/3c43d61bb3723383fca131da7fbce1df
paul@paulsutton.co,invalid,0,no,no,,port587 503 sender not yet given,Custom / Other,Paul Sutton,https://paulsutton.co,Paul,https://scribtly.com/ref/e26e8a2ff8f5e1a3ba558b668cf905ac
info@dynamicadvance.com,unknown,34,no,yes,,ports_blocked,Google Workspace,Dynamic Advance,https://dynamicadvance.com,Dynamic,https://scribtly.com/ref/9a1e17d119cc6eb4dc3153e5432494a9
hello@commaspr.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Commas PR Sdn Bhd,https://commaspr.com,Commas,https://scribtly.com/ref/4d1a6ed44e850444b9cfa069b00bd324
info@heraphy.com,unknown,34,no,yes,,ports_blocked,Google Workspace,Heraphy,https://heraphy.com,Heraphy,https://scribtly.com/ref/5f554740eefb8b9cbca256810115b267
contact@touchlinemarketing.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Touchline Marketing,https://touchlinemarketing.com,Touchline,https://scribtly.com/ref/77171d8974b063ab19c523beaf83babe
contact@85sixty.com,unknown,42,no,yes,,ports_blocked,Google Workspace,85SIXTY,https://85sixty.com,85SIXTY,https://scribtly.com/ref/9f68df3033996ce8bce556e29148c590
info@digitalmountaineers.com,unknown,34,no,yes,,ports_blocked,Google Workspace,Digital Mountaineers,https://digitalmountaineers.com,Digital,https://scribtly.com/ref/cd5bf3aea4ff27d94399481c0de8c9bd
hello@nature-press.com,unknown,42,no,yes,,ports_blocked,Custom / Other,Nature Press,https://nature-press.com,Nature,https://scribtly.com/ref/7676da83bfbc77832b7422ac4ae44cf9
info@alcinder.com,invalid,0,no,yes,,port587 550 SMTP AUTH is required for message submission on port 587,Custom / Other,Alcinder Tech,https://alcinder.com,Alcinder,https://scribtly.com/ref/0dfe6c03765ff5e0fec7b0277dd37ad7
hello@focusmode.co,valid,78,no,yes,microsoft_api,ports_blocked,Microsoft 365,Focus Mode,https://focusmode.co,Focus,https://scribtly.com/ref/866673c98a07494dd7830e30cf92901c
info@outorigin.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Out Origin,https://outorigin.com,Out,https://scribtly.com/ref/b6bce0ae2f6a53272ce8e4ebb9564e64
curtis@curtishillfilm.com,unknown,40,no,no,,ports_blocked,Google Workspace,Curtis Hill,https://curtishillfilm.com,Curtis,https://scribtly.com/ref/524e297338e80cc4895631abf8ac16e9
info@demandloft.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Demandloft,https://demandloft.com,Demandloft,https://scribtly.com/ref/28c0542f85bbff3066efffc6028cf1b2
hello@market-minds.co,unknown,42,no,yes,,ports_blocked,Google Workspace,MarketMinds,https://market-minds.co,MarketMinds,https://scribtly.com/ref/ae9155bc55796dbe2f2347992dfebb1e
hello@boltwood.com,invalid,0,no,yes,,port587 503 sender not yet given,Custom / Other,Boltwood Digital,https://boltwood.com,Boltwood,https://scribtly.com/ref/c3559547c291e887564542d27f70ee8c
info@pointtakenpr.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Point Taken Communications,https://pointtakenpr.com,Point,https://scribtly.com/ref/050922e3168a80a8f16041e5d9867fc1
info@akus.co.ke,unknown,42,no,yes,,ports_blocked,Custom / Other,Akus Digital Solution,https://akus.co.ke,Akus,https://scribtly.com/ref/fc94316da3e81841b182b916df539c44
info@designalligators.com,invalid,0,no,yes,,port587 550 SMTP AUTH is required for message submission on port 587,Custom / Other,Design Alligators,https://designalligators.com,Design,https://scribtly.com/ref/4a08c78f1c5cb0ea6950e91050ceb993
info@pazmarketing.com,unknown,42,no,yes,,ports_blocked,Google Workspace,PAZ Marketing,https://pazmarketing.com,PAZ,https://scribtly.com/ref/c54a4c2e20d270a2c39924eaa00920d9
contact@cleverclick360.com,unknown,42,no,yes,,ports_blocked,Google Workspace,CleverClick 360,https://cleverclick360.com,CleverClick,https://scribtly.com/ref/f2cdde57ffa8789356d46bda13c7d692
smb@awork.dk,invalid,0,no,no,,port587 554 5.7.1 <unknown[77.70.124.114]>: Client host rejected: Access,Custom / Other,AWORK Webbureau,https://awork.dk,AWORK,https://scribtly.com/ref/7a5dfd2f44a4f9854b5575f9c87626c8
info@gossipgenie.com,unknown,34,no,yes,,ports_blocked,Google Workspace,Gossip Genie,https://gossipgenie.com,Gossip,https://scribtly.com/ref/7ddfc8f0aa711b3f553e95b96809d6fb
paola@pymdigital.co,valid,50,no,no,,ports_blocked,Google Workspace,PyM Digital,https://pymdigital.co,PyM,https://scribtly.com/ref/c87f4aad4a01bf548af5560189c98ad2
info@anideos.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Anideos,https://anideos.com,Anideos,https://scribtly.com/ref/3dc694de03715efd657410ccb8228009
hello@joshmurphy.co,unknown,34,no,yes,,ports_blocked,Google Workspace,Josh Murphy Co,https://joshmurphy.co,Josh,https://scribtly.com/ref/e610f34c8fcb394ecddfbf1b3e162c27
info@seodigiinc.com,unknown,42,no,yes,,ports_blocked,Custom / Other,SEO Digi,https://seodigiinc.com,SEO,https://scribtly.com/ref/e7b6511b74670f9c946b9bca861b9786
info@south.ventures,unknown,34,no,yes,,ports_blocked,Google Workspace,South Ventures,https://south.ventures,South,https://scribtly.com/ref/ee9b3c8fe01e72503b6d6ad295d992e2
hello@mediatropy.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Mediatropy,https://mediatropy.com,Mediatropy,https://scribtly.com/ref/5e5930fa39a0a102e7d047609a32cd45
team@austin-web-services.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Austin Web Services,https://austin-web-services.com,Austin,https://scribtly.com/ref/970c2c4879141c1b344e895bf79ba693
info@parlay.digital,unknown,42,no,yes,,ports_blocked,Google Workspace,Parlay,https://parlay.digital,Parlay,https://scribtly.com/ref/6c8e0c3483e5d2cf46bcab2cd800450a
contact@mothersh1p.de,unknown,25,no,yes,,ports_blocked,Google Workspace,MOTHERSHIP Marketing,https://mothersh1p.de,MOTHERSHIP,https://scribtly.com/ref/3e4ff443b72bb0794aa406a687c0df4a
hello@pmadigital.com,invalid,0,no,yes,,microsoft_api_rejected,Microsoft 365,PMA Digital,https://pmadigital.com,PMA,https://scribtly.com/ref/337fc04b730db0c2a1dce3b81d6e5670
info@cyberhospitalities.com,valid,78,no,yes,microsoft_api,ports_blocked,Microsoft 365,Cyber Hospitality,https://cyberhospitalities.com,Cyber,https://scribtly.com/ref/294627b5f28678a215cfe38fb5c7d933
team@redmallard.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Red Mallard,https://redmallard.com,Red,https://scribtly.com/ref/5dbba7a6bbdf4cf3f508873890a617ae
info@diseno.com,unknown,42,no,yes,,ports_blocked,Custom / Other,Diseño,https://diseno.com,Diseño,https://scribtly.com/ref/db7af43ce83125308dcc6ea909c216f0
info@five-fifty.com,invalid,0,no,yes,,port587 554 5.7.1 <info@five-fifty.com>: Relay access denied,Custom / Other,Five Fifty,https://five-fifty.com,Five,https://scribtly.com/ref/c2d3826c8ab22aee3d57a5c5878beb94
info@lanternsol.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Lantern Sol,https://lanternsol.com,Lantern,https://scribtly.com/ref/5759cd13f58ab54d792c64c6483de9b3
info@davixdigital.com,unknown,34,no,yes,,ports_blocked,Custom / Other,Davix Digital,https://davixdigital.com,Davix,https://scribtly.com/ref/0d5a4c14dae8371bbf3bd540ab1dfa3b
info@neustadt.swiss,unknown,42,no,yes,,ports_blocked,Google Workspace,Neustadt,https://neustadt.swiss,Neustadt,https://scribtly.com/ref/bdcd833423f503bcf381163d04dda10b
frank@beveled.design,valid,50,no,no,,ports_blocked,Google Workspace,Beveled Design Co.,https://beveled.design,Beveled,https://scribtly.com/ref/35056f3f330d15fe35fae440b0114171
info@internetworld.ca,unknown,34,no,yes,,ports_blocked,Google Workspace,internetWorld.ca Corp,https://internetworld.ca,internetWorld.ca,https://scribtly.com/ref/8c43af69083beff84ccd9d0c4dd50fc7
contact@ibay.co.za,unknown,42,no,yes,,ports_blocked,Google Workspace,ibay Digital,https://ibay.co.za,ibay,https://scribtly.com/ref/18894881cf436a19355e2451a2431357
%20hola@centralcreativa.mx,valid,50,no,no,,ports_blocked,Google Workspace,Central Creativa,https://centralcreativa.mx,Central,https://scribtly.com/ref/cf0b0e8f0786ef121185138b5cba3a88
hello@damolade.com,unknown,42,no,yes,,ports_blocked,Google Workspace,damolade,https://damolade.com,damolade,https://scribtly.com/ref/15dbe84c137e533f5c81ccbfd0f0dc12
contact@tower25.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Tower 25,https://tower25.com,Tower,https://scribtly.com/ref/70d3cbb8a6b47cf94bf1e0e1cbfb2c14
donna@kickmpls.com,valid,92,no,no,microsoft_api,ports_blocked,Microsoft 365,Kick Branding & Design,https://kickmpls.com,Kick,https://scribtly.com/ref/bca75798da14dd117d54acc6c29abe0c
shawn@cmgsocialmedia.com,unknown,48,no,no,gravatar,ports_blocked,Google Workspace,Campbell Marketing Group LLC,https://cmgsocialmedia.com,Campbell,https://scribtly.com/ref/bd7ea17039cbfb8a2fdf959e63c122f4
commercial@coinband.io,valid,50,no,no,,ports_blocked,Google Workspace,Coinband,https://coinband.io,Coinband,https://scribtly.com/ref/f47945c09f15d70b49a561a866bcc7cc
contact@colossal.film,unknown,34,no,yes,,ports_blocked,Google Workspace,Colossal,https://colossal.film,Colossal,https://scribtly.com/ref/16ff57ada5626155ee0cefe76d47c5cd
contact@mastheadmedia.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Masthead Media Company,https://mastheadmedia.com,Masthead,https://scribtly.com/ref/9e0de212775692eeb201c630e507b3a2
info@eastsideco.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Eastside Co,https://eastsideco.com,Eastside,https://scribtly.com/ref/aa3a25f864d89b253b9f2412bc8de242
contact@creative-engine.pk,unknown,34,no,yes,,ports_blocked,Zoho Mail,Creative Engine,https://creative-engine.pk,Creative,https://scribtly.com/ref/b7fbe56e33fb58dc03986b38888725ea
mail@humbleit.dk,invalid,0,no,no,,port587 550 SMTP AUTH is required for message submission on port 587,Custom / Other,Humble IT,https://humbleit.dk,Humble,https://scribtly.com/ref/1eeffab56d21ba2d67ebd0b9a1c07457
info@garraje.com,unknown,49,no,yes,gravatar,ports_blocked,Custom / Other,Garraje,https://garraje.com,Garraje,https://scribtly.com/ref/458af4ca7c51d01c9f1e1d2f0d56e432
hi@leadtoconversion.com,unknown,42,no,yes,,ports_blocked,Google Workspace,Lead to Conversion,https://leadtoconversion.com,Lead,https://scribtly.com/ref/124601f70eb61b0fe6a6c590bec3edb9
